sentiment,guj_text,eng_text
entertainment,'કસૌટી જિંદગી કી' 2માં થશે આ ત્રીજી કોમોલિકાની એન્ટ્રી,This will be the third Komolika's entry in 'Kasauti Zindagi Ki' 2
entertainment,"સોનમ કપૂરે જોઇ જાહ્નવીની ફિલ્મ 'ધડક', કહ્યું- મને તારા પર ગર્વ છે","Sonam Kapoor watched Janhvi's film 'Dhadak', said - I am proud of you"
business,"RBI સરકારને વચગાળાના ડિવિડન્ડના રૂપમાં રૂ. 28,000 કરોડ આપશે","RBI to give Rs 28,000 crore as interim dividend to government"
entertainment,"આદિત્યનું નવું 'કાર'નામુ, રિક્ષા સાથે અકસ્માત, થઇ ધરપકડ","Aditya's new 'car' name, accident with rickshaw, arrest"
entertainment,Box Office Collection : જાણો 'સૂરમા'ની 2 દિવસની કમાણી?,Box Office Collection: Know the 2-day earnings of 'Soorma'?
tech,"કોમ્પ્યૂટર યૂઝર માટે આવ્યાં ખરાબ સમાચાર, માઇક્રોસોફ્ટે લીધો મોટો નિર્ણય","Bad news for computer users, Microsoft takes a big decision"
entertainment,"PICS: પ્રિયા પ્રકાશનું ફોટોશૂટ, થોડા જ કલાકોમાં થયું વાઈરલ",PICS: Priya Prakash's photoshoot went viral in a few hours
business,સસ્તામાં ખરીદવા હોય સોનાનાં ઘરેણાં તો આ કંપની કરી રહી છે હરાજી,"If you want to buy gold jewelry cheaply, this company is holding an auction."
entertainment,"હોલિવૂડમાં હવે રંગભેદનો શિકાર થઇ પ્રિયંકા ચોપરા, હાથથી ગઇ ફિલ્મ","Priyanka Chopra now a victim of racism in Hollywood, film lost"
business,"રેલવેની ખાસ ઓફર, માત્ર 21000માં પાંચ દિવસ ફરો આ સુંદર જગ્યાએ","Special offer from Railways, travel to this beautiful place for five days for just 21000"
business,"કેન્દ્ર સરકારના વિભાગમાં ભરતી, સેલેરી 25 લાખ રૂપિયા!","Recruitment in central government department, salary 25 lakh rupees!"
entertainment,"LFW : પહેલી વખત રેમ્પ ઉતરી જાહ્નવી કપૂર, જોઇને  લોકો દિવાના થઇ ગયા","LFW: Janhvi Kapoor stepped down the ramp for the first time, people went crazy"
business,સારા રિટર્ન માટે મ્યુચ્યુઅલ ફંડમાં રોકાણ કરો,Invest in mutual funds for good returns
business,સરકારી બેન્કોમાં આવશે ઢગલાબંધ Jobs! આ વર્ષે ખુબ મળશે નોકરીઓને મોકો,There will be a lot of jobs in government banks! There will be a lot of job opportunities this year.
entertainment,"'ભાભીજી ઘર પર હૈ',ની 'ગોરી મેમ' બની માતા, દીકરાને આપ્યો જન્મ","'Bhabhiji Ghar Par Hai', the 'white lady' mother gave birth to a son"
business,"Budget 2019: ઇન્કમ ટેક્સ છુટથી બચશે આટલા પૈસા, તમે આ 7 કામ કરી શકશો","Budget 2019: Income tax exemption will save you so much money, you will be able to do these 7 things"
tech,મલાઇકાથી લઇને જૈકલીન સુધી બોલિવૂડ એકટ્રેસની પસંદ છે આ શાનદાર SUV,"From Malaika to Jacqueline, Bollywood actresses love this cool SUV"
business,"દિવાળીમાં રેલવે 321 સ્પેશિયલ ટ્રેન દોડાવશે, મળી શકે છે કન્ફર્મ ટિકિટ","Railways will run 321 special trains during Diwali, confirmed tickets can be available"
tech,"Appleએ તેમની ઓફિસમાં કર્મચારીઓ માટે લગાવ્યું સ્ટેન્ડિંગ ડેસ્ક,  ઊભા રહીને કરવું પડશે કામ","Apple installed standing desks in their offices for employees, who have to do work while standing"
tech,"21,000 રૂપિયાથી વધુ છે ડિસ્કાઉન્ટ, મળી રહ્યો છે એપલનો આ iphone","This Apple iPhone is available at a discount of more than Rs 21,000."
entertainment,Airport Spotted: વિદેશથી પરત ફર્યા વિરાટ-અનુષ્કા,Airport Spotted: Virat-Anushka returned from abroad
entertainment,"લગ્ન બાદ દીપિકાએ કરાવ્યું બોલ્ડ ફોટોશૂટ, જુઓ તસવીર","Deepika did a bold photoshoot after marriage, see the picture"
business,"ડેલી યૂઝની આ 10 નાની વસ્તુઓ, કેટલાએ કરોડોની છે બ્રાંડ, તમામ ભારતીય કંપનીઓ","These 10 small items of daily use, how many brands are worth crores, all Indian companies"
tech,"Amazon પર Appleનો સેલ, મળી રહ્યું છે 20,000 સુધી ડિસ્કાઉન્ટ","Apple sale on Amazon, discounts of up to 20,000 are available"
business,"SBI બાદ PNBએ વ્યાજ દર ઘટાડ્યાં, હોમ લોન સસ્તી થશે","After SBI, PNB reduces interest rates, home loans will become cheaper"
tech,"આવી રહ્યો છે દુનિયાનો પહેલો ટ્રિપલ રિયર કેમેરા સ્માર્ટફોન, જાણો શું હશે ખાસિયત","The world's first triple rear camera smartphone is coming, know what will be its special features"
business,"હવે ગ્રોસરીની જેમ ઘરે મંગાવો ડીઝલ, આ કંપની આપી રહી છે હોમ ડિલીવરીની સુવિધા","Now order diesel at home like grocery, this company is providing home delivery facility"
entertainment,કોઇ બીજુ લેવાનું છે ડોક્ટર હાથીની જગ્યા!,Someone else is going to take Doctor Hathi's place!
tech,"વોટ્સએપના કો-ફાઉન્ડરે કહ્યું, આ #deletefacebookનો સમય",WhatsApp co-founder says it's time to #deletefacebook
tech,"બે અજાણ્યા વ્યક્તિ મળ્યા, બનાવી દીધી 35 લાખ કરોડની કંપની","Two unknown people met, created a company worth 35 lakh crores"
entertainment,"રાજકુમાર રાવ ગર્લફ્રેન્ડ માટે કરે છે આ કામ, તમારી પાસે આવો બોયફ્રેન્ડ છે?","Rajkummar Rao does this for his girlfriend, do you have a boyfriend like this?"
business,સાવધાન! તમારા બેંક ખાતામાં અચાનક રકમ જમા થઈ જાય તો ભૂલથી પણ ન કરો આ કામ,"Caution! If money is suddenly deposited in your bank account, don't do this by mistake."
business,"તમારા આધાર નંબરનો ક્યાં અને કેવી રીતે થયો ઉપયોગ, આ રીતે જાણો","Find out where and how your Aadhaar number was used, this is how"
business,"હવે NPSમાંથી ત્રણ વખત રકમ ઉપાડી શકાશે, જાણો કેમ મળી આવી સુવિધા","Now you can withdraw money from NPS three times, know why this facility has been provided"
entertainment,એક પણ રૂપિયો ચૂકવ્યા વગર દીપિકાએ ખરીદ્યા લાખોનાં ઘરેણાં,Deepika bought jewellery worth lakhs without paying a single rupee
business,સુરતઃસુમુલ બાદ ચોર્યાસી ડેરીએ પણ દૂધના ભાવમાં કર્યો લિટરે રૂ.1નો વધારો,"Surat: After Sumul, Choryasi Dairy also increased the price of milk by Rs. 1 per liter."
business,વિશ્વના ટોચના 100 વૈશ્વિક વિચારકોની યાદીમાં મુકેશ અંબાણીનો સમાવેશ,Mukesh Ambani included in the list of top 100 global thinkers in the world
business,Union Budget 2019: પી. ચિદમ્બરમે કહ્યું; કોંગ્રેસની જાહેરાતની ‘કોપી’ કરી,Union Budget 2019: P. Chidambaram said; 'Copied' Congress's advertisement
entertainment,"રણબિરને જોઇને આલિયાની થઇ જાય છે આવી હાલત, કર્યો ખુલાસો","Alia gets this emotional after seeing Ranbir, reveals"
entertainment,ન્યૂયોર્કની ગલીઓમાં હાથમાં હાથ નાખી ફરતા જોવા મળ્યાં રણબીર અને આલિયા,Ranbir and Alia were seen walking hand in hand on the streets of New York.
entertainment,Cannes Film Festival: ઓફ શોલ્ડર ગાઉનમાં એશ્વર્યાનો HOT અંદાજ,Cannes Film Festival: Aishwarya's HOT look in off shoulder gown
entertainment,શ્રીદેવીની દીકરી જ્હાનવી વિશેની આ રસપ્રદ વાતો તમને ખબર છે?,Do you know these interesting facts about Sridevi's daughter Jhanvi?
tech,WhatsApp પર આવી રીતે છુપાવી શકાય 'blue tick',This is how you can hide the 'blue tick' on WhatsApp
business,"10 કરોડ પરિવારોને મળશે 'મોદીકેર' સ્કીમનો ફાયદો, જાણો વિગતો","10 crore families will get the benefit of 'ModiCare' scheme, know the details"
entertainment,"કેટરિનાની બહેનથી માંડી ટીવીનાં મહાદેવ, 2019માં ડેબ્યૂ કરશે આ સ્ટાર્સ","From Katrina's sister to TV's Mahadev, these stars will debut in 2019"
entertainment,Shocking : મીકા સિંહ અને દલેર મેહંદીનાં મોટાભાઇ અમરજીત સિંહનું નિધન,Shocking: Mika Singh and Daler Mehndi's elder brother Amarjeet Singh passes away
tech,"BSNL વર્ષ સુધી દરરોજ આપશે 6GBથી વધુ ડેટા, જાણો પ્રોસેસ","BSNL will give more than 6GB data every day for a year, know the process"
business,નવરાત્રિ બોનાન્ઝા: માત્ર 1 રૂપિયામાં કઇ રીતે ખરીદશો ઘરે બેઠા જ 24 કેરેટ સોનું,Navratri Bonanza: How to buy 24 carat gold from home for just Rs 1
business,"રૂ. 200માં ખોલો પોસ્ટ ઓફિસમાં ખાતું, બેંક કરતા મળશે વધારે વળતર","Open an account in the post office for Rs. 200, get higher returns than in the bank"
entertainment,PHOTOS: શાહરૂખ ખાનની રીલ લાઇફ દીકરીએ ફરી શેર કરી બિકિની તસવીરો,PHOTOS: Shahrukh Khan's reel life daughter shares bikini pictures again
business,બજેટ 2019: મોદી સરકાર રોજગારીને લઈને કરી શકે છે મોટી જાહેરાત,Budget 2019: Modi government may make a big announcement regarding employment
tech,"દુનિયાની પહેલી ઉડતી કાર આવી ગઈ, હવામાં 180km/h સ્પીડ","The world's first flying car has arrived, with a speed of 180km/h in the air."
entertainment,"વીર દે વેડિંગનું નવુ પોસ્ટર રિલીઝ, Bikini Lookમાં નજર આવી સોનમ, કરીના, સ્વરા અને શિખા","Veer De Wedding's new poster released, Sonam, Kareena, Swara and Shikha seen in Bikini Look"
entertainment,"આ એક્ટ્રેસે સોશિયલ મીડિયા પર લગાવી આગ, પોસ્ટ કરી જબરદસ્ત હોટ તસવીરો",The actress set the social media on fire by posting extremely hot pictures
entertainment,"કપિલ શર્માએ કહ્યું, ગાળો ભાંડીને કાઢુ છુ ગુસ્સો, એક મહિના માટે સસ્પેન્ડ થયો શો","Kapil Sharma said, I am venting my anger by swearing, the show was suspended for a month"
business,"ઈરાન પાસે ભારત પોતાની શરતથી હવે તેલ ખરીદશે, રૂપિયામાં કરશે પેમેન્ટ: રિપોર્ટ","India will now buy oil from Iran on its own terms, will pay in rupees: Report"
entertainment,સોનમ કપૂરને લગ્ન માટે નથી મળી રહી રજાઓ !,Sonam Kapoor is not getting leave for her wedding!
entertainment,પથ્થરના બેકગ્રાઉન્ડ સાથેની તસવીરમાં હોટ લાગી રહી છે માનુષી છિલ્લર,Manushi Chhillar looks hot in a picture with a stone background
entertainment,"Video : વિક્રમ ઠાકોર, મલ્હાર અને આરોહી સમજાવશે, ટ્રાફિકના નિયમ","Video: Vikram Thakor, Malhar and Aarohi will explain traffic rules"
business,"કાળુનાણું બન્યું 'ભગવાન'નાં માથાનો દુખાવો, મદદ માટે પહોંચ્યા RBI","Black money has become a headache for 'God', RBI has reached out for help"
business,"4Gમાં સૌથી ઝડપી હોવાનો એરટેલનો દાવો વિવાદમાં, જાહેરાત પર મુકાયો પ્રતિબંધ","Airtel's claim of being the fastest in 4G is in controversy, advertising banned"
business,"જો SBIમાં હોય સેવિંગ એકાઉન્ટ, તો જાણી લો કામની આ 7 વાતો","If you have a savings account in SBI, then know these 7 things about it"
business,વલસાડઃવેપારીઓ-પોલીસની ઉઘ હરામ કરનારો ચોર CCTVની મદદથી ઝડપાયો,Valsad: Thief who evaded traders and police caught with the help of CCTV
business,"સેન્સેક્સમાં 103 પૉઇન્ટનો વધારો, નિફ્ટી 10750ની પાસે","Sensex rises 103 points, Nifty nears 10750"
business,6 વર્ષના બાળકે રમત-રમતમાં કમાઈ લીધા 75 કરોડ રૂપિયા,6-year-old boy earns Rs 75 crore in sports
business,રાજકોટઃએક્સાઇઝ ડ્યુટીના વિરોધમાં 2 હજાર જવેલર્સોનું ભાજપના પ્રાથમિક સભ્યપદેથી રાજીનામું,Rajkot: 2 thousand jewelers resign from primary membership of BJP in protest against excise duty
business,બજેટ 2016 અંગે વડાપ્રધાન નરેન્દ્ર મોદીનું શું માનવું છે? જાણો,What does Prime Minister Narendra Modi think about Budget 2016? Find out
tech,"ફોન ઘરમાં મૂકીને ભૂલી ગયા છો, તાળી અથવા સીટી વગાડતા જ મળી જશે","You left your phone at home and forgot it, just clap or whistle and it will be found."
entertainment,Birth Anniversary: આ વાતને લઇને રાજેશ ખન્નાએ ઉડાવી હતી અમિતાભ બચ્ચનની મજાક,Birth Anniversary: ​​Rajesh Khanna made fun of Amitabh Bachchan regarding this.
entertainment,એવું તો શું થયું કે એક્સ હસબન્ડને મળવા પહોંચી કરિશ્મા કપૂર,What happened that Karisma Kapoor came to meet her ex-husband?
entertainment,"પાપોને રિયાલિટી શોની કન્ટેસ્ટન્ટને કરી કિસ, નોંધાઈ ફરિયાદ","Papon kisses reality show contestant, complaint filed"
entertainment,શું ફિલ્મ 'zero' માં નજર આવશે શ્રીદેવી? શાહરુખે આપ્યો જવાબ,Will Sridevi be seen in the film 'Zero'? Shahrukh gave his answer
business,પેટ્રોલ-ડીઝલના ભાવમાં 13માં દિવસે પણ સતત વધારો,Petrol-diesel prices continue to rise for 13th day
tech,"Apple પોતાના આ iPhoneના ભાવમાં કર્યો ઘટાડો, કિંમતો આટલી ઘટી","Apple has reduced the price of this iPhone, the prices have come down this much"
tech,Huaweiનો આ ફોન માત્ર 3 સેકેન્ડમાં જ ડાઉનલોડ કરશે 1GBની ફિલ્મ,This Huawei phone will download a 1GB movie in just 3 seconds
business,"શેરબજારમાં તેજીનો માહોલ, સેન્સેક્સ 27500ની ઉપર","Stock market bullish, Sensex above 27500"
tech,"Xiaomiએ 6,000 રૂપિયા ઓછી કરી નાખી આ એડવાન્સ ફોનની કિંમત","Xiaomi has reduced the price of this advanced phone by Rs 6,000"
entertainment,'રાઝી'નાં ટ્રેલર લોન્ચિંગમાં આલિયાનો સિમ્પલ અંદાજ,Alia's simple look at the trailer launch of 'Raazi'
entertainment,'ઝાંસી કી રાણી' બનીને આવી દેખાય છે કંગના,Kangana looks like this as the 'Queen of Jhansi'
entertainment,"પોતાની સેક્સ લાઇફ અંગે કરણ જોહરે કર્યો ખુલાસો, જાણીને ચોકી જશો તમે","Karan Johar opens up about his sex life, you will be shocked to know"
entertainment,ટીવીની આ હોટ એક્ટ્રેસના બોલ્ડ ફોટાએ ઇન્ટરનેટ પર મચાવી સનસનાટી,This hot TV actress's bold photos created a sensation on the internet.
tech,"લોકોને મળી રહ્યો છે 'WhatsApp Gold' ઈન્સ્ટોલ કરવાનો મેસેજ, જાણો - શું છે હકીકત","People are getting messages to install 'WhatsApp Gold', know what is the truth"
business,"જે રિસોર્ટમાં થયા વિરૂષ્કાના લગ્ન, જાણો તે રિસોર્ટનું કેટલું છે ભાડું?","The resort where Virushka got married, know how much is the rent of that resort?"
entertainment,આ કારણથી દુનિયાભરમાં આગામી 48 કલાકમાં ઠપ થઈ શકે છે ઇન્ટરનેટ,"Due to this reason, the internet may be down worldwide in the next 48 hours"
entertainment,કરીના અને સૈફ રોમેન્ટિક અંદાજમાં અહી એન્જોય કરી રહ્યા છે  Holiday,Kareena and Saif are enjoying their holiday in a romantic style here.
entertainment,"3 વખત વધ્યુ બ્લડપ્રેશર થઇ ગભરામણ, આવી રીતે વીતી જેલમાં સલમાનની રાત","Blood pressure increased 3 times, panic set in, this is how Salman spent his night in jail"
entertainment,"જ્યારે સતીશ કૌશિકે ખોલ્યું તેમનાં જીવનનું રહસ્ય, કહ્યું- હું 'ગે' છુ!","When Satish Kaushik revealed the secret of his life, said - I am 'gay'!"
business,"Walmart-Flipkart થશે એકઃ કોણ હશે નવા ચેયરમેન, જાણો શું થશે ફેરફાર","Walmart-Flipkart will be one: Who will be the new chairman, know what will change"
business,"SBIની આ સુવિધાથી લોકો બન્યા તેના દિવાના, ઘરે બેસી કરો આ કામ","With this facility of SBI, people became crazy about it, sit at home and do this work"
business,હવે નોકરી બદલતાં આપોઆપ જ ટ્રાન્સફર થઇ જશે PF!,Now PF will be automatically transferred when you change jobs!
entertainment,'કોકટેલ'ની આ અભિનેત્રીએ ફિલ્મમેકર્સ પર સેક્સુઅલ હેરસમેન્ટનો મૂક્યો આરોપ,This 'Cocktail' actress accuses filmmakers of sexual harassment
business,આદુવાળી ચા પીવડાવીને USની આ મહિલા કરે છે 45 કરોડની કમાણી,This US woman earns Rs 45 crore by making ginger tea
business,"ભારત ફ્રાંસને પછાડી, બની ગઇ દુનિયાની છઠ્ઠી સૌથી મોટી અર્થવ્યવસ્થા",India overtakes France to become world's sixth largest economy
entertainment,Bday: શ્રીદેવીની યાદમાં જુઓ તેમની કેટલીક ખાસ પહેલાં ન જોયેલી તસવીરો,"Bday: In memory of Sridevi, see some special, never-before-seen pictures of her"
tech,"WhatsApp પર આવી રહ્યું છે આ જબરદસ્ત ફિચર, બદલી જશે વીડિયો જોવાનો અંદાજ","This awesome feature is coming to WhatsApp, it will change the way you watch videos"
tech,"આ કારમાં ટેબ્લેટ, મોબાઇલ કોફી મશિન સહિત મળશે સુવિધાઓ","This car will have features including tablet, mobile coffee machine"
tech,UIDAI વિવાદઃ ગૂગલની ભૂલને કારણે ફોનમાં સેવ થયો હતો Aadhaarનો ટોલ ફ્રી નંબર,UIDAI controversy: Aadhaar's toll-free number was saved in the phone due to Google's mistake
business,RBIએ જાહેર કરેલી ક્રેડિટ પૉલિસીની આ 7 મોટી વાતો જાણો,Know these 7 big things about the credit policy announced by RBI
entertainment,સચિન તેંડુલકરની બાયોપિકમાં કામ કરવા માગે છે અનિલ કપૂર,Anil Kapoor wants to work in Sachin Tendulkar biopic
entertainment,"UMANG 2019માં જેક્લિનનો ધમાકેદાર ડાન્સ, ઉમટ્યું બોલિવૂડ","Jacqueline's explosive dance at UMANG 2019, Bollywood flocked to the venue"
entertainment,શ્રીદેવીની લાડલીની આ આદતથી પરેશાન છે પિતા બોની કપૂર,Sridevi's father Boney Kapoor is troubled by this habit of his beloved
business,"નોટબંધી મામલે વધુ એક મોટો નિર્ણય, કાલ સુધી જ ચાલશે 500 રૂપિયાની જુની નોટ","Another big decision on demonetisation, old Rs 500 notes will be valid till tomorrow"
entertainment,"છુપાવવામાં આવી હતી આ 'લેસ્બિયન' યુવતીની ઓળખ, જાણો કોણ છે 'કુહૂ'","The identity of this 'lesbian' girl was hidden, know who is 'Kuhoo'"
entertainment,"અરબાઝ ખાને માન્યું, છ વર્ષથી રમતો હતો આઈપીએલમાં સટ્ટો",Arbaaz Khan admitted that he used to bet on IPL for six years
business,"SBIની હોમ લોન્સ સૌથી સસ્તી થઈ, વ્યાજદરમાં 5 બેઝિસ પોઇન્ટનો થયો ઘટાડો","SBI's home loans become the cheapest, interest rates reduced by 5 basis points"
entertainment,"વડાલી બ્રધર્સઃ ક્યારેય સ્કૂલ ન ગયા, પિતાના આદેશથી કુસ્તી છોડી બની ગયા ગાયક","Wadali Brothers: Never went to school, quit wrestling and became singers on the orders of their father"
entertainment,"ઇટલીમાં જાનૈયાનું સ્વાગત ફિલ્ટર કોફીથી થયું, 16 કલાકમાં ફરી સજાવાયો લગ્ન મંડપ","Janaiya was welcomed with filter coffee in Italy, the wedding hall was redecorated in 16 hours"
entertainment,Vougeનાં કવર પેજ પર જુઓ આલિયા ભટ્ટનો Super Bold અંદાજ,See Alia Bhatt's Super Bold Style on the Cover of Vogue
tech,"આ iOS એપ્સ કરી રહી છે યૂઝર્સના ફોનનું રોકોર્ડિંગ, તમે ઉપયોગ નથી કરી રહ્યાં ને?","These iOS apps are recording users' phones, you're not using them, right?"
entertainment,દેશનાં પહેલા ડિજિટલ શો 'ધ રીમિક્સ'નો જજ છે આ અમદાવાદી!,This Ahmedabadi is the judge of the country's first digital show 'The Remix'!
business,"માર્ચ મહિનાથી બેન્કમાં ચાર ટ્રાન્ઝેક્શન પછી લાગશેે ચાર્જ, જાણો કેટલા રૂપિયા કપાશે?","From March, charges will be levied after four transactions in the bank, know how much money will be deducted?"
entertainment,જુઓ પીએમ રિપોર્ટ પ્રમાણે કેવી રીતે થયું શ્રીદેવીનું મોત,See how Sridevi died according to the PM report
entertainment,"ઇરફાનને થયો કમળો, દીપિકાને નેક પેઇન... વિશાલની ફિલ્મ અભરાઇએ ચઢી","Irrfan has jaundice, Deepika has neck pain... Vishal's film Abharai gets cancelled"
tech,"Asusના આ સ્માર્ટફોન પર રૂપિયા 4 હજાર સુધીનું ડિસ્કાઉન્ટ મળશે, આવી રીતે કરો ખરીદી","You will get a discount of up to Rs 4 thousand on this Asus smartphone, buy it in this way"
entertainment,આંખ મટકાવીને રાતોરાત સ્ટાર બની જનારી પ્રિયા હાલમાં છે બેરોજગાર,"Priya, who became an overnight star in the blink of an eye, is currently unemployed."
entertainment,કપિલની ઓનસ્ક્રિન વાઇફે કરાવ્યું ખાસ ફોટોશૂટ,Kapil's onscreen wife did a special photoshoot
business,બેંક એકાઉન્ટમાં ગેસ સબસિડી જમા થઈ કે નહીં? મોબાઈલથી આ રીતે કરો ચેક,Whether gas subsidy has been deposited in the bank account or not? Check this way from mobile
business,"હવે, 15 કરોડથી ઓછા વેપારમાં એક્સાઇઝ ડ્યુટી નહીં ભરવી પડે","Now, excise duty will not have to be paid in trades less than 15 crores"
tech,"જો ભૂલથી પણ મોબાઈલમાં આ  Settings રાખશો ON,તો ડેટા થઈ જશે સમાપ્ત","If you accidentally keep these settings ON in your mobile, your data will be exhausted."
entertainment,"VIDEO: સોનમની ચૂડા સેરેમની, લગ્નની આ રસમથી ગભરાઇ જાહ્નવી","VIDEO: Sonam's Chuda Ceremony, Janhvi is scared by this wedding ritual"
business,દિવાળીમાં સંગ્રહખોરી ડામવા ખુદ પુરવઠા પ્રધાન સરપ્રાઇઝ ચેકિંગ કરશે,"To curb hoarding during Diwali, the Minister of Supplies himself will conduct surprise checks"
entertainment,સરકાર વિરુદ્ધ બોલતા અમોલ પાલેકરનું ભાષણ અધવચ્ચે જ અટકાવાયું,Amol Palekar's speech against the government was interrupted midway
business,SBIના ગ્રાહકો સાવધાન! હવે આ રીતે બેંક ખાતામાંથી થાય છે છેતરપિંડી,SBI customers beware! Now this is how fraud is done from bank accounts
entertainment,"બોક્સ ઓફિસ પર Total Dhamaal, બીજા દિવસે કર્યા આટલા કરોડ","Total Dhamaal at the box office, earned so many crores on the second day"
entertainment,"રણવીરની ધૂળેટી પાર્ટીમાં છવાયેલો રહ્યો આ રેપર, જોઈ લો Pics","This rapper was a hit at Ranveer's Dhuleti party, see the pics"
entertainment,"'મનમર્ઝિયા' જોઇને વિકી કૌશલનાં ફેન થયા 'મહાનાયક', મોકલી ખાસ ભેટ","Vicky Kaushal's fans became 'mahanayak' after watching 'Manmarziyaan', sent a special gift"
entertainment,"""ગેમ ઓફ થ્રોન્સ""ની 8મી સિઝન શરૂ થાય તે પહેલા તેનું આ સિક્રેટ જાણો","Know this secret of ""Game of Thrones"" before the 8th season begins"
entertainment,બોલ્ડ તસવીરો લીક થતાં રાતો-રાત ચર્ચામાં આવી હતી આ અભિનેત્રી,This actress was in the news overnight after her bold pictures were leaked.
tech,"સેમસંગ લાવી રહ્યું છે અનોખો સ્માર્ટફોન, ડિસ્પ્લેમાં જ હશે કેમેરો","Samsung is bringing a unique smartphone, the camera will be in the display itself"
entertainment,કોમોલીકા 'કસૌટી... 2' છોડીને કેમ જઈ રહી છે? ટૂંક સમયમાં આવી જશે તેનો શોમાં છેલ્લો એપિસોડ,Why is Komolika leaving 'Kasautii... 2'? Her last episode in the show will be coming soon
tech,"બાળકો માટે આવ્યો આ ખાસ ફોન, કઈંક આવા છે ફિચર","This special phone has come for children, some of the features are like this"
tech,"હવે કેબલ TV દ્વારા મળશે ઈન્ટરનેટ, 1-2 મહિનામાં આવશે ગાઈડ લાઈન","Now internet will be available through cable TV, guidelines will come in 1-2 months"
entertainment,"આ છે આલિયા ભટ્ટની Best Friend, સુંદરતામાં આપે છે તેને પણ ટક્કર","This is Alia Bhatt's best friend, she rivals her in beauty."
business,"Paytm Moneyની નવી સ્કિમમાં રૂ. 100થી કરો શરૂઆત, જાણો આખી પ્રોસેસ","In Paytm Money's new scheme, start with Rs. 100, know the entire process"
entertainment,"'ક્યારે મળીશું' ગીતે  YouTube પર મચાવી ધૂમ, 1.3 કરોડ લોકોએ જોયું","The song 'Kyare Milishun' created a stir on YouTube, 1.3 crore people watched it"
entertainment,Luka Chuppi Trailer Out: રસપ્રદ છે કાર્તિક-કૃતિનો સિક્રેટ રોમાન્સ,Luka Chuppi Trailer Out: Kartik-Kriti's secret romance is interesting
entertainment,દીપિકાની ગરદન પરથી રણબીરના નામનું ફેમસ RK ટેટૂ થયું અદ્રશ્ય?,Ranbir's famous RK tattoo on Deepika's neck disappeared?
entertainment,'મોગલી'નાં પ્રિમિયરમાં કરિનાનો સુપર સેક્સી અવતાર,Kareena's super sexy avatar at the premiere of 'Mowgli'
entertainment,"શિલ્પા શિંદેના નાગિન ડાન્સે મચાવી ધુમ, વીડિયો થયો વાયરલ","Shilpa Shinde's Naagin dance created a stir, video went viral"
entertainment,Hotness : ટીવીની સૌથી બોલ્ડ એક્ટ્રેસે ફરી સોશિયલ મીડિયા પર મચાવી ખલબલી,Hotness: TV's boldest actress created a stir on social media again
tech,મોબાઇલ ફોનની જેમ ફિંગરપ્રિન્ટથી અનલોક અને સ્ટાર્ટ થશે આ કાર,This car will be unlocked and started with a fingerprint like a mobile phone
entertainment,યોગ દિવસ પર રાખી સાંવતે તેવું તો શું કર્યું કે Social media થઇ ટ્રોલ,What did Rakhi Sawant do on Yoga Day that made her troll on social media?
entertainment,SHOCKING! સોનમ અને આનંદનાં લગ્નમાં આવ્યો મોટો બદલાવ,SHOCKING! A big change has come in Sonam and Anand's marriage.
business,સુરત: GST રિફોર્મ કરવાની જરૂર છે: કોંગ્રેસ ઉપાધ્યક્ષ રાહુલ ગાંધી,Surat: Need to reform GST: Congress Vice President Rahul Gandhi
entertainment,Cannes Film Festival: કંગના અને દીપિકાની હોટ અદાએ ફેન્સને કર્યા ઘાયલ,Cannes Film Festival: Kangana and Deepika's hot performance hurt fans
tech,"Instagramમાં દરરોજ સ્ટોરી બદલાવવાનો છે શોખ, તો તમારા માટે આવ્યું છે ખાસ ફીચર્સ","If you love changing your story every day on Instagram, then here are some special features for you."
business,"RIL રૂ.2 લાખ કરોડથી વધુનું રોકાણ કરાશે, ચેરમેન મુકેશ અંબાણી","RIL will invest over Rs 2 lakh crore, says Chairman Mukesh Ambani"
business,PF અને પેન્શનર્સના પૈસા ડુબવાનો ખતરો! ઘટી શકે છે નફો,PF and pensioners' money in danger of sinking! Profits may decrease
entertainment,આ એક્ટ્રેસે બિકીની પહેરી પાણીમાં લગાવી આગ,This actress set fire to the water wearing a bikini
business,"હવે ચીનને ગેર-બાસમતી ચોખા પણ વેચશે ભારત, આજે મોકલશે પહેલો જથ્થો","Now India will also sell non-basmati rice to China, will send the first batch today"
tech,"મહિન્દ્રાએ લોન્ચ કરી નવી XUV500, રૂ. 12.32 લાખ છે શરૂઆતની કિંમત, PHOTOS","Mahindra launches new XUV500, Rs. 12.32 lakh is the starting price, PHOTOS"
tech,"ફોનમાંથી ફેસબુકની એપ ડિલીટ કરી રહ્યાં છે યૂઝર્સ, 25% લોકોનો મોહભંગ","Users are deleting Facebook app from phone, 25% of people are disillusioned"
tech,"અપનાવો આ 4 ટિપ્સ, લાંબી ચાલશે તમારા Phoneની battery","Adopt these 4 tips, your phone's battery will last longer"
business,સાવધાન! જમા કે બદલી નહીં શકો રૂ. 200 અને રૂ. 2000ની આવી નોટ્સ,Caution! You cannot deposit or exchange these Rs. 200 and Rs. 2000 notes.
tech,હવે ખરીદો પેઈડ એપ્સ અને ગેમનાં જૅમ-ડાયમંડ ફ્રી,Now buy paid apps and games for free with gems and diamonds
